,title,author,description,actual_price,prev_price,pages,year,language,publisher,image
257,Dime qué como ahora,"García-Orea, Blanca","Descripción



Llega la esperada segunda parte de DIME QUÉ COMES, de Blanca García-Orea Haro (@blancanutri)... DIME QUÉ COMO AHORA En este libro Blanca nos explica los microorganismos que podemos encontrar en los alimentos que comemos y cómo pueden afectar a nuestra microbiota y, por tanto, a nuestra salud. De la mano de Blanca aprenderás que: - El aspecto de un alimento no dice nada sobre su calidad- La mejor manera de mantener los nutrientes de un alimento es conservarlo bien. Por eso Blanca nos explicará qué, dónde y cuánto tiempo podemos conservar los alimentos en la nevera y en el congelador- ¿Por qué se produce la inflamación y qué alimentos nos ayudan a combatirla?- Blanca dedica una buena parte del libro a la alimentación en el embarazo, la lactancia y la alimentación complementaria- Incluye recetas dulces y saladas, así como menús saludables, veggie, para embarazadas y niños. Un libro completo e imprescindible que mejorará tu microbiota, tus digestiones y tu energía.

Ver más
Ver menos","20,80€","21,90€",256,2022,Español,Grijalbo,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw47a20c6c/images/large/1416884.52.jpg?sw=740
258,La nit que ens vam escoltar,"Espinosa, Albert","Descripción



En aquest món de cops de colze, recordem que som veus, mai ecos. Gaudeix d'aquesta novel·la lluminosa que t'ajudrà a lluitar.  Albert Espinosa torna amb una novel·la plena d'acció i emoció sobre segones oportunitats i sobre l'equilibri entre els somnis i les promeses. La seva històriamés personal des de Polseres vermelles i que destil·la la bona energiade la seva pel·lícula de Netflix Live is Life. Gaudeix de l'aventura d'aquests bessons que s'enfronten junts al seu destí i estimen el seu caos.

Ver más
Ver menos","18,90€","19,90€",320,2022,Catalán,Rosa dels Vents,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw095c420e/images/large/1413068.85.jpg?sw=740
259,Les mares (La núvia gitana 4),"Mola, Carmen","Descripción



NO ES POT ANAR MÉS LLUNY El nou lliurament de la sèrie que va canviar la novel·la negra espanyola conquistant a la crítica i a més de mig milió de lectors. La inspectora Elena Blanco travessa el dipòsit de la Grua Municipal Migdia II de Madrid fins a arribar a una vella furgoneta que expel·leix una olor putrefacta. Dins està el cadàver d'un home lligat a una cadira, amb una costura deforme que ascendeix del pubis a l'abdomen. Els primers resultats de l'autòpsia aclareixen que a aquest toxicòman reincident li van arrencar alguns òrgans i li van col·locar en el ventre un fetus de gairebé set mesos. Les anàlisis d'ADN revelen que es tracta del seu fill biològic. Al cap de pocs dies, la Brigada d'Anàlisi de Casos es desplaça a la zona portuària de la Corunya, on el cos d'un assessor fiscal de seixanta-quatre anys ha estat assassinat amb el mateix modus operandi. Quina relació existeix entre les dues víctimes? I on estan les mares dels nadons? S'obre així la recerca del nou i pertorbador cas de la BAC. Mentre la relació entre Elena i Zárate es fa cada vegada més complicada pels turments d'ell sobre la mort de Chesca i l'obsessió d'ella per adoptar a la Nena, tots els indicis els acostaran a una misteriosa organització els fils de la qual manegen els poderosos i intocables del país i a la qual ningú sembla poder-se acostar sense morir. La crítica ha dit...«Tots cauen rendits (qui l'agafa no la solta) davant la força i la intensitat d'una història que no desmereix al millor noir de Pierre Lemaitre, comparteix elements amb Sandrone Dazieri i té com a protagonista a una (sí, és una dona) detectiu de les quals fan època (i sèries)».Inés Martín Rodrigo, ABC «Elena Blanco és dels millors personatges femenins protagonistes que he vist en molt de temps i el Madrid que es mostra, llista de carrers i violent, dona molta força».Paco Cabezas, director de la sèrie La núvia gitana «Una originalitat que ens sotmet i ens fa desitjar més, molt més, quan, horroritzats, ens adonem que estem ja en l'última pàgina».Jordi Llobregat, director de València Negra «No deixa indiferent a ningú, [...] no dona respir ni un segon».Nereida Domínguez, La Veu de Cadis «La novel·la negra o muta o s'entotsola. Carmen Mola, l'escriptora mutant».Carlos Zanón «Des de la primera pàgina, Carmen Mola [...] demostra tenir una veu pròpia, i això, en el gènere negre i fora d'ell, ja és molt, potser la meitat de tot. O més».Lorenzo Silva «Una estructura sòlida i un argument portat com un clàssic policial però que al temps trenca diversos convencionalismes».Juan Carlos Galindo, El País «Amb capítols curts, un dosatge de la intriga, i un estil eficaç que contribueixen a una absorbent lectura. [...] La inspectora Elena Blanco i els seus companys de la Brigada d'Anàlisi de Casos, s'han fet ja un buit en primera línia dels investigadors que, en el seu costat femení, van tenir com a precursora a Petra Delicat».Luisa Martínez, L'Imparcial «A (gairebé) ningú li importa un ardit qui s'amagui després d'aquest pseudònim, l'única cosa que de veritat compta és que continuï publicant novel·les».Manuel Rodríguez Rivero, Babelia «Carmen Mola té un relat que m'encanta, no pots deixar de llegir. Me la vaig acabar en tres o quatre dies».Imanol Arruti, La Dupla «Addictiva i emocionant.»Elena Méndez, La Veu de Galícia

Ver más
Ver menos","19,85€","20,90€",448,2022,Catalán,La Campana,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw977759b2/images/large/1412064.21.jpg?sw=740
260,Trilogía Fuego 1. Ciudades de humo,"Marcús, Joana","Descripción



Alice nunca ha salido al mundo. Su cena es a las nueve en punto, su sueño dura exactamente ocho horas, jamás tiene una sola arruga en la ropa, parpadea 86400 veces al día, respira 30000 veces al día, solo habla cuando le preguntan, jamás ha levantado la voz y, lo más importante, jamás se ha preguntado qué pasaría si todo cambiara. Pero, ¿y si eso ocurriera? En un mundo donde la libertad está controlada, ¿hasta dónde serías capaz de llegar para recuperarla? ¿Hasta dónde serías capaz de llegar para sobrevivir?

Ver más
Ver menos","17,05€","17,95€",496,2022,Español,Crossbooks,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwf487b220/images/large/1384786.73.jpg?sw=740
261,Les paraules justes,"Busquets, Milena","Descripción



Les paraules justes, de Milena Busquets (9788417918699), és una obra íntima de l'autora del fenomen internacional traduït a més de trenta llengües «També això passarà». És un dietari personal, que deixa de banda l'autoficció, per centrar-se en la pròpia vida de l'autora durant l'any 2021. Tracta temes com l'amor, la maternitat, el dol i l'amistat amb el seu estil directe i honest.La protagonista d’aquest dietari és una escriptora amb una capacitat inesgotable de renovar la seva mirada sobre el món. Directa, apassionada, intel·ligent i una mica desastre, cerca les paraules justes per capturar una realitat complexa i canviant, sense renunciar a l’elegáncia i l’honestedat de la concisió.Grácil, vital i delicada, Milena Busquets ens endinsa en l’univers d’una dona que es pren la vida amb la desimboltura de qui ha viscut prou per copsar la futilitat de tot plegat, i amb l’entusiasme de qui tot just arrenca. L’enamorament, els fills, l’amistat, l’ofici d’escriure, una Barcelona en constant transformació i una fina ironia, marca de la casa, consoliden l’univers literari de la celebrada escriptora de També aixó passará.

Ver más
Ver menos","16,05€","16,90€",144,2022,Catalán,Amsterdam,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw2fce4492/images/large/1398229.93.jpg?sw=740
262,La familia,"Mesa, Sara","Descripción



La contundente radiografía de una familia, de sus heridas latentes, fragilidades, contradicciones y flaquezas.    «¡En esta familia no hay secretos!», proclama al inicio de este libro Damián, el padre, un hombre de ideas e ideales fijos obsesionado con la rectitud y la pedagogía. Pero esa casa sin secretos está en realidad llena de grietas, y la opresión que se respira entre sus paredes terminará creando vías de escape, códigos clandestinos, ocultaciones, fingimientos y mentiras. Formada por dos niñas, dos niños, una madre y un padre, esta familia en apariencia normal, de clase trabajadora y llena de buenas intenciones, es la protagonista de una novela coral que abarca varias décadas y en cuyas historias laten el deseo de libertad y la crítica a los pilares que tradicionalmente han sostenido, y todavía sostienen en gran medida, la institución familiar: autoritarismo y obediencia, vergüenza y silencio.  Sara Mesa vuelve a demostrar que posee un ojo clínico para desnudar comportamientos humanos, detectar heridas latentes y retratar en toda su complejidad la fragilidad, las contradicciones y las flaquezas que nos conforman. Este libro es una nueva vuelta de tuerca a la construcción de uno de los universos literarios más potentes de las letras españolas actuales y la confirmación de un talento que no deja de crecer.

Ver más
Ver menos","17,95€","18,90€",232,2022,Español,Anagrama,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwcd180b4f/images/large/1414105.80.jpg?sw=740
263,Contando atardeceres,La Vecina Rubia,"Descripción



NO ES DÓNDE, ES CON QUIÉNHay veces que el destino se empeña en ponerte a una persona delante constantemente y, si algo he aprendido con el tiempo, es que la vida puede darte segundas oportunidades. Tras el fallecimiento de mi padre, un viaje improvisado con mi amiga Laura me regaló primero el «quién»: Javi y después el «dónde»: su isla. Aquel intenso verano trajo emociones encontradas a mi vida: la incertidumbre de un futuro donde Lucía se convirtió en mi máxima prioridad y el reencuentro con personas del pasado que nunca se fueron. Y es que son solo unos segundos los que tardamos en pasar de la felicidad más absoluta a las dudas infinitas. Los mismos segundos que tarda el sol en ocultarse. Y así, contando atardeceres, pude descubrir que con cada puesta de sol llega la promesa de un nuevo día.   La Vecina Rubia regresa para enamorarnos con una historia divertida, emocionante y adictiva, llena de risas, lágrimas y sentimientos a flor de piel. Contando atardeceres llega después de su exitoso primer libro La cuenta atrás para el verano. Esta nueva novela nos invita a reflexionar, a disfrutar de la vida y de los atardeceres con sus luces y sus sombras. Y supone un firme paso hacia delante en su carrera literaria a través de una historia llena de matices, humor y, sobre todo, sentimientos al más puro y original estilo de esta autora anónima.

Ver más
Ver menos","17,95€","18,90€",544,2022,Español,Cúpula,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw1d7f29af/images/large/1415542.54.jpg?sw=740
264,Escolta i llegeix la Llegenda de Sant Jordi,Aavv,"Descripción



Temps era temps, a un poble petit i costerut,áhi va arribar un drac ferotge, afamat i molt temut...Per primera vegada en un llibre, podràs llegir i escoltarála llegenda de Sant Jordi.

Ver más
Ver menos","11,35€","11,95€",12,2022,Catalán,Estrella Polar,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dweb6b65e7/images/large/1392446.70.jpg?sw=740
265,Idaho,"Ruskovich, Emily","Descripción



Un llibre que es fa llegir... i que no pots deixar anarUn dia calorós d'agost, una família condueix fins a una clariana de la muntanya per recollir llenya de bedoll. La mare, la Jenny, és l'encarregada de tallar les branques petites amb un destraló. En Wade, el pare, en fa l'apilament. Les dues filles, la June i la May, de nou i sis anys, beuen llimonada, fan fora les mosques, es fan la guitza i canten fragments de cançons mentre passa el temps. Però aleshores té lloc un fet impactant, totalment inesperat, un acte tan extrem que dispersarà la família en totes direccions. Una història explicada des de múltiples perspectives en la qual el dolor, l'amor i la memòria acompanyen tots els personatges. Una reflexió poderosa sobre la importància del perdó i la capacitat de viure amb mitges veritats. «Magistral.» The New York Times Book Review «Extraordinària.» The Guardian Guanyadora de l'INTERNATIONAL DUBLIN LITERARY AWARD

Ver más
Ver menos","18,90€","19,90€",408,2020,Catalán,Les Hores,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dwd93246d5/images/large/1328288.52.jpg?sw=740
266,Tota una vida per recordar,"Pradas, Núria","Descripción



Una història inspiradora d'una noia amb talent a l'univers DisneyLa Sophie Simmons, amb només setze anys, deixa la seva família a Nova York l'any 1932 per anar a Los Angeles en plena depressió perseguint el seu gran somni: treballar com a animadora de dibuixos a Disney Studios. Aviat descobrirà, però, que no és un món per a dones. I així, entre amors i desamors, encaixant els cops que li dona la vida, la Sophie lluitarà fins al final enmig d'una època convulsa que marcarà un abans i un després en els professionals de l'animació de principis del segle xx. Tota una vida per recordar és una novel·la amb una protagonista femenina forta, un entorn històric fascinant i una barreja intrigant de personatges de ficció i de la vida real.   Va passejar la mirada per l'habitació de matrimoni. Damunt de la tauleta de nit encara reposava un dels fullets que s'havien repartit a les portes del Carthay amb les imatges dels set nans i aquell lema que havia trobat tan encertat: Tres anys per crear-la,una hora i mitja per gaudir-nei tota una vida per recordar-la.

Ver más
Ver menos","20,80€","21,90€",464,2020,Catalán,Columna Edicions,https://www.abacus.coop/dw/image/v2/BDLM_PRD/on/demandware.static/-/Sites-AbacusMaster/default/dw61d8fb88/images/large/1327145.76.jpg?sw=740
